Name,Year,min_players,max_players,min_playtime,max_playtime,min_age,category,mechanic,userrated,avg_rate,rank,owned,trading,wanting,wishing,num_comments,num_weights,avg_weight
Dominion,2008,2,4,30,30,13,"['Card Game', 'Medieval']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Take That', 'Variable Set-up']",88334,7.59863,116,116853,2073,658,9419,14562,5145,2.3495
Ticket to Ride: First Journey (U.S.),2016,2,4,15,30,6,"[""Children's Game"", 'Trains']","['Hand Management', 'Network and Route Building', 'Set Collection']",2224,6.90109,1929,6733,147,63,394,618,43,1.4186
One Night Ultimate Werewolf: Daybreak,2015,3,7,10,10,8,"['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']","['Hidden Roles', 'Role Playing', 'Roles with Asymmetric Information', 'Traitor Game', 'Variable Player Powers', 'Voting']",5773,7.32024,652,14592,222,82,955,996,114,1.386
King of Tokyo: Dark Edition,2020,2,6,30,30,8,"['Dice', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']","['Dice Rolling', 'King of the Hill', 'Open Drafting', 'Player Elimination', 'Push Your Luck']",4826,7.69868,440,10541,90,112,953,682,114,1.6316
A Study in Emerald,2013,2,5,90,90,13,"['Bluffing', 'Fantasy', 'Horror', 'Murder/Mystery', 'Novel-based', 'Political', 'Post-Napoleonic', 'Spies/Secret Agents', 'Zombies']","['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Hand Management', 'Hidden Roles', 'Open Drafting', 'Point to Point Movement', 'Team-Based Game']",3419,7.20581,1031,3648,51,449,1626,857,240,3.4458
Gloom of Kilforth: A Fantasy Quest Game,2017,1,4,60,180,13,"['Card Game', 'Fantasy']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing', 'Set Collection', 'Solo / Solitaire Game', 'Variable Player Powers']",1893,7.53325,1397,3920,82,285,1686,687,94,3.1383
Alhambra,2003,2,6,45,60,8,"['City Building', 'Medieval']","['Hand Management', 'Memory', 'Open Drafting', 'Set Collection', 'Tile Placement']",32713,7.03209,539,40574,921,476,3866,6980,2353,2.1003
Castell,2018,2,4,60,90,12,['Sports'],"['Area Movement', 'Pattern Building', 'Set Collection']",1923,7.42705,1259,2645,84,176,698,374,82,3.2195
Summoner Wars (Second Edition),2021,2,2,40,60,9,"['Card Game', 'Fantasy', 'Fighting']","['Action Points', 'Card Play Conflict Resolution', 'Deck Construction', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hand Management', 'Multi-Use Cards', 'Take That', 'Variable Player Powers']",2961,8.17432,412,5985,92,215,2128,574,79,2.5949
Kitchen Rush (Revised Edition),2019,2,4,20,60,8,['Real-time'],"['Action Timer', 'Cooperative Game', 'Modular Board', 'Real-Time', 'Variable Phase Order', 'Worker Placement']",1565,7.53022,1431,3448,45,134,712,211,50,2.14
Thunderstone,2009,1,5,60,60,12,"['Card Game', 'Fantasy', 'Fighting']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting']",10492,6.91387,896,11035,637,191,1434,2332,627,2.5024
Kanagawa,2016,2,4,45,45,10,"['Animals', 'Card Game']","['Hand Management', 'Open Drafting', 'Pattern Building', 'Push Your Luck', 'Set Collection', 'Turn Order: Claim Action', 'Worker Placement']",8713,7.0443,781,13538,307,259,2264,1450,198,2
Nemo's War (Second Edition),2017,1,4,60,120,13,"['Adventure', 'Exploration', 'Nautical', 'Novel-based', 'Science Fiction', 'Travel', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Push Your Luck', 'Simulation', 'Solo / Solitaire Game', 'Stat Check Resolution']",5023,7.85892,302,11998,320,463,3198,1405,237,3.2658
Orléans,2014,2,4,90,90,12,"['Medieval', 'Religious', 'Travel']","['Contracts', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Events', 'Point to Point Movement', 'Simultaneous Action Selection', 'Tech Trees / Tech Tracks', 'Turn Order: Progressive', 'Variable Set-up']",29624,8.062,30,36580,289,1384,8153,4250,996,3.0281
Modern Art,1992,3,5,45,45,10,"['Card Game', 'Economic']","['Auction/Bidding', 'Auction: English', 'Auction: Once Around', 'Auction: Sealed Bid', 'Auction: Turn Order Until Pass', 'Commodity Speculation', 'Hand Management', 'Victory Points as a Resource']",21224,7.48784,211,27074,483,897,5141,5148,1466,2.2899
At the Gates of Loyang,2009,1,4,60,120,10,"['Economic', 'Farming']","['Contracts', 'Income', 'Loans', 'Market', 'Open Drafting', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive']",10985,7.36407,384,14206,308,678,3017,2805,647,3.1159
Arkham Horror: The Card Game (Revised Edition),2021,1,4,45,180,14,"['Adventure', 'Card Game', 'Collectible Components', 'Exploration', 'Fantasy', 'Horror', 'Novel-based']","['Action Points', 'Area Movement', 'Communication Limits', 'Cooperative Game', 'Deck Construction', 'Deck, Bag, and Pool Building', 'Events', 'Hand Management', 'Map Deformation', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",1394,8.73966,766,4026,27,97,626,195,37,3.4865
Genotype: A Mendelian Genetics Game,2021,1,5,45,90,14,"['Dice', 'Educational']","['Contracts', 'Dice Rolling', 'Market', 'Open Drafting', 'Set Collection', 'Simulation', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Worker Placement']",1902,7.51882,1230,4752,54,282,1867,461,64,2.7969
Sluff Off!,2003,2,4,30,30,10,['Card Game'],"['Hand Management', 'Predictive Bid', 'Trick-taking']",2553,6.87745,1724,4330,129,108,350,919,215,1.8512
Resist!,2022,1,1,20,40,10,"['Card Game', 'Civil War', 'Spies/Secret Agents', 'Wargame']","['Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Push Your Luck', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game']",1435,7.69851,1410,4162,57,297,1869,348,53,2.1698
Dale of Merchants,2015,2,4,30,30,10,"['Animals', 'Card Game', 'Fantasy']","['Auction: Dutch', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Open Drafting', 'Race', 'Set Collection', 'Take That']",5332,7.17973,845,8851,143,233,1540,1046,155,2.0774
World Without End,2009,2,4,90,120,12,"['Economic', 'Medieval', 'Novel-based', 'Religious']","['Hand Management', 'Random Production']",4975,7.24058,786,7652,195,212,831,981,371,2.8167
Feed the Kraken,2022,5,11,45,90,12,"['Card Game', 'Deduction', 'Miniatures', 'Nautical', 'Party Game', 'Pirates']","['Acting', 'Betting and Bluffing', 'Grid Movement', 'Hidden Roles', 'Role Playing', 'Roles with Asymmetric Information', 'Team-Based Game', 'Variable Player Powers', 'Voting']",2185,7.93111,848,3745,13,249,2267,421,63,2.1587
Istanbul,2014,2,5,40,60,10,['Economic'],"['Contracts', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Race', 'Variable Set-up', 'Worker Placement']",30331,7.54838,156,35374,481,876,5784,4422,1095,2.5826
Blood Rage,2015,2,4,60,90,14,"['Fantasy', 'Fighting', 'Miniatures', 'Mythology']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Closed Drafting', 'Hand Management', 'Map Reduction', 'Memory', 'Open Drafting', 'Simultaneous Action Selection']",44722,7.94314,44,53138,412,1514,12768,6576,1445,2.8734
Loony Quest,2015,2,5,20,30,8,"['Action / Dexterity', ""Children's Game"", 'Fantasy', 'Real-time']","['Layering', 'Line Drawing']",6361,6.88889,1085,9976,221,119,880,1010,168,1.1964
Marvel: Remix,2022,2,6,20,20,12,"['Card Game', 'Comic Book / Strip']","['Hand Management', 'Open Drafting', 'Set Collection']",1402,7.45929,1580,2799,28,100,645,204,23,1.913
Uprising: Curse of the Last Emperor,2021,1,4,120,240,13,"['Civilization', 'Dice', 'Economic', 'Fantasy']","['Action Points', 'Area Majority / Influence', 'Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Modular Board', 'Variable Player Powers']",875,8.43614,1613,1788,14,137,721,274,61,3.7377
Space Base,2018,2,5,60,60,14,"['Dice', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Open Drafting', 'Random Production']",17239,7.55076,194,23987,230,729,4846,2640,316,2.1171
Petrichor,2018,1,4,20,80,14,"['Environmental', 'Farming']","['Area Majority / Influence', 'Hand Management', 'Modular Board', 'Voting']",2327,6.9316,1780,5016,122,189,1268,588,86,3.0116
Arctic Scavengers,2009,2,5,45,60,12,"['Bluffing', 'Card Game', 'Fighting']","['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting']",3401,6.77737,1656,3802,177,150,1051,860,144,2.2639
Fortune and Glory: The Cliffhanger Game,2011,1,8,90,240,12,"['Adventure', 'Travel']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Push Your Luck', 'Roll / Spin and Move', 'Variable Player Powers']",3853,7.10204,1167,6484,121,428,1895,1035,252,2.881
Anachrony,2017,1,4,30,120,15,"['Economic', 'Science Fiction']","['Dice Rolling', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",17258,8.08699,45,21864,200,1045,7929,2925,933,4.0225
Heaven & Ale,2017,2,4,60,90,12,"['Economic', 'Farming', 'Industry / Manufacturing']","['Grid Coverage', 'Highest-Lowest Scoring', 'Once-Per-Game Abilities', 'Rondel', 'Tile Placement', 'Track Movement', 'Turn Order: Claim Action', 'Turn Order: Pass Order']",8246,7.54834,316,10905,213,449,2254,1292,276,3.2101
Carolus Magnus,2000,2,4,60,60,12,"['Abstract Strategy', 'Medieval', 'Territory Building']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Team-Based Game', 'Track Movement', 'Turn Order: Auction']",3610,6.82635,1512,4103,204,142,502,1141,388,2.5773
The Red Dragon Inn,2007,2,4,45,45,13,"['Card Game', 'Fantasy', 'Humor', 'Medieval', 'Party Game']","['Betting and Bluffing', 'Hand Management', 'Player Elimination', 'Take That', 'Variable Player Powers']",8337,6.5598,1757,14110,326,207,1530,1857,383,1.6632
Rolling Realms,2021,1,6,30,30,14,"['Number', 'Print & Play']","['Bingo', 'Dice Rolling', 'Paper-and-Pencil', 'Simultaneous Action Selection', 'Solo / Solitaire Game']",3278,7.17455,1120,8045,93,92,878,590,78,1.9103
Ecos: First Continent,2019,2,6,45,75,14,"['Animals', 'Environmental', 'Prehistoric', 'Territory Building']","['Bingo', 'Contracts', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection', 'Tile Placement', 'Turn Order: Progressive']",3946,7.14588,1027,5835,126,240,1834,772,98,2.5816
Guillotine,1998,2,5,30,30,12,"['Card Game', 'Humor']","['Hand Management', 'Open Drafting', 'Set Collection', 'Take That']",20986,6.53739,1398,31496,644,178,1389,4878,1516,1.2672
Québec,2011,2,5,75,75,13,['City Building'],"['Area Majority / Influence', 'Modular Board', 'Worker Placement']",1625,7.13791,1809,2282,109,82,410,408,132,2.9848
Men at Work,2019,2,5,30,45,8,['Action / Dexterity'],['Stacking and Balancing'],3080,7.23235,1107,5272,80,262,1446,520,55,1.0909
Star Wars: Epic Duels,2002,2,6,30,30,8,"['Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']","['Campaign / Battle Card Driven', 'Player Elimination', 'Roll / Spin and Move', 'Variable Player Powers']",3293,7.01553,1460,4459,224,212,560,1192,285,1.7789
On Tour,2019,1,8,20,20,7,"['Dice', 'Music', 'Number', 'Travel']","['Bingo', 'Dice Rolling', 'Line Drawing', 'Network and Route Building', 'Paper-and-Pencil', 'Push Your Luck', 'Solo / Solitaire Game']",4785,6.94351,1163,7776,154,213,1538,1034,80,1.45
High Frontier,2010,2,5,180,180,12,"['Economic', 'Industry / Manufacturing', 'Science Fiction', 'Space Exploration']","['Auction/Bidding', 'Dice Rolling', 'Hand Management', 'Pick-up and Deliver', 'Point to Point Movement', 'Simulation', 'Variable Player Powers']",1545,7.35772,1625,2461,137,152,851,674,228,4.3377
SCOUT,2019,2,5,15,15,9,['Card Game'],"['Hand Management', 'Ladder Climbing', 'Score-and-Reset Game']",9518,7.79355,164,17419,56,548,3599,1307,173,1.3642
Smash Up: Science Fiction Double Feature,2014,2,2,30,45,12,"['Card Game', 'Fantasy', 'Horror', 'Humor', 'Mythology', 'Prehistoric', 'Science Fiction', 'Spies/Secret Agents']","['Area Majority / Influence', 'Hand Management', 'Take That', 'Variable Player Powers']",4004,7.25802,961,12562,247,89,625,520,83,2.2892
Cascadia,2021,1,4,30,45,10,"['Animals', 'Environmental', 'Puzzle']","['End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Pattern Building', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Set-up', 'Victory Points as a Resource']",29308,7.97053,46,47954,191,976,10411,3779,841,1.8371
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,2013,1,4,90,90,13,"['Adventure', 'Card Game', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Move Through Deck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']",12634,7.17685,584,18967,956,230,2042,2679,716,2.7151
Nusfjord,2017,1,5,20,100,12,"['Economic', 'Nautical']",['Worker Placement'],6067,7.64526,342,8809,108,735,3360,1276,207,2.8406
A Fake Artist Goes to New York,2011,5,10,20,20,8,"['Bluffing', 'Deduction', 'Party Game']","['Hidden Roles', 'Line Drawing', 'Targeted Clues']",7578,7.15012,675,13464,134,314,2622,1410,126,1.1349
Gulo Gulo,2003,2,6,15,20,5,"['Action / Dexterity', 'Animals', ""Children's Game"", 'Humor']","['Modular Board', 'Physical Removal']",2810,6.82729,1727,2885,97,281,853,1321,320,1.0813
Through the Ages: A New Story of Civilization,2015,2,4,120,120,14,"['Card Game', 'Civilization', 'Economic']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Events', 'Income', 'Open Drafting', 'Take That']",30145,8.30836,13,34841,520,970,9073,4449,1482,4.4318
Macao,2009,2,4,50,100,12,"['Dice', 'Nautical']","['Action Points', 'Dice Rolling', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Pick-up and Deliver', 'Set Collection']",7390,7.41374,433,6750,109,774,2311,1824,542,3.1347
Cloudspire,2019,1,4,90,180,13,"['Exploration', 'Fantasy', 'Video Game Theme']","['Action Queue', 'Bias', 'Cooperative Game', 'Dice Rolling', 'Events', 'Hexagon Grid', 'Modular Board', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Turn Order: Progressive', 'Variable Player Powers']",3135,8.19295,389,6471,101,462,3161,768,272,4.3566
Cockroach Poker Royal,2012,2,6,15,25,8,"['Bluffing', 'Card Game']","['Hand Management', 'Set Collection', 'Single Loser Game']",3800,7.05807,1157,7284,79,142,844,691,99,1.1212
Legendary: A Marvel Deck Building Game – Villains,2014,1,5,45,45,14,"['Card Game', 'Comic Book / Strip']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Semi-Cooperative Game']",2711,7.54299,953,6147,104,213,800,402,78,2.7051
Neuroshima Hex! 3.0,2006,1,4,30,30,13,"['Collectible Components', 'Fighting', 'Puzzle', 'Science Fiction']","['Area Majority / Influence', 'Connections', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Player Elimination', 'Solo / Solitaire Game', 'Team-Based Game', 'Tile Placement', 'Variable Player Powers']",14770,7.39194,348,15947,499,390,3016,3112,872,2.6147
Tang Garden,2019,1,4,40,60,14,['Environmental'],"['Line of Sight', 'Open Drafting', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Player Powers']",3834,7.39625,824,8366,161,189,2009,918,112,2.6071
StarCraft: The Board Game,2007,2,6,180,240,12,"['Civilization', 'Miniatures', 'Science Fiction', 'Space Exploration', 'Territory Building', 'Video Game Theme', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Modular Board', 'Order Counters', 'Variable Player Powers']",7472,7.3492,577,9348,256,448,2112,1793,797,3.8494
Keyper,2017,2,4,90,120,14,"['City Building', 'Economic', 'Farming', 'Medieval']","['Area Majority / Influence', 'Set Collection', 'Tile Placement', 'Worker Placement']",2061,7.26933,1365,4026,161,156,804,539,62,3.5645
Defenders of the Realm,2010,1,4,90,90,13,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']",5456,7.28102,712,6925,272,462,2593,1539,350,2.7114
Caylus,2005,2,5,60,150,12,"['City Building', 'Economic', 'Medieval']","['Action Queue', 'Ownership', 'Turn Order: Claim Action', 'Turn Order: Pass Order', 'Variable Set-up', 'Worker Placement']",28794,7.72388,99,28494,602,844,5323,6347,3244,3.7987
Exit: The Game – Dead Man on the Orient Express,2017,1,4,60,120,12,"['Deduction', 'Murder/Mystery', 'Puzzle', 'Real-time']",['Cooperative Game'],4683,7.58236,478,9291,117,69,618,810,73,2.726
Thunderbolt Apache Leader,2012,1,1,90,90,12,"['Aviation / Flight', 'Modern Warfare', 'Wargame']","['Area Movement', 'Hand Management', 'Hexagon Grid', 'Simulation', 'Solo / Solitaire Game']",1317,8.02185,1245,3308,78,240,1063,472,126,3.2222
Disney Villainous: Evil Comes Prepared,2019,2,3,40,60,10,"['Card Game', 'Fantasy', 'Movies / TV / Radio theme']","['Hand Management', 'Take That', 'Variable Player Powers']",3882,7.56821,687,15927,134,110,955,529,44,2.3409
Himalaya,2002,3,4,60,60,8,"['Economic', 'Medieval', 'Political']","['Action Queue', 'Area Majority / Influence', 'Pick-up and Deliver', 'Set Collection', 'Simultaneous Action Selection']",2192,6.99441,1685,2219,73,179,490,631,231,2.5714
QE,2019,3,5,45,45,8,['Economic'],"['Auction/Bidding', 'Auction: Sealed Bid', 'End Game Bonuses', 'Memory', 'Set Collection']",5028,7.40251,598,8375,103,427,2118,912,89,1.5393
Dragonfire,2017,2,6,60,90,13,"['Card Game', 'Fantasy']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Legacy Game', 'Open Drafting', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']",2462,7.11175,1710,5530,278,146,1427,658,87,3.2299
Successors (Third Edition),2008,2,4,90,300,12,"['Ancient', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Simulation']",1250,7.53578,1713,1634,42,157,692,472,148,3.3176
Caverna: Cave vs Cave,2017,1,2,20,40,10,"['Economic', 'Fantasy', 'Farming']","['Tile Placement', 'Worker Placement']",6528,7.11776,775,13060,288,214,1276,1109,176,2.5568
Twilight Struggle,2005,2,2,120,180,13,"['Modern Warfare', 'Political', 'Wargame']","['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hand Management', 'Simulation', 'Simultaneous Action Selection', 'Sudden Death Ending', 'Tug of War', 'Variable Set-up']",47236,8.25243,14,65832,1033,1335,11876,9816,3849,3.603
Werewords,2017,4,10,10,10,8,"['Deduction', 'Party Game', 'Real-time', 'Word Game']","['Hidden Roles', 'Roles with Asymmetric Information', 'Traitor Game', 'Variable Player Powers', 'Voting']",4917,7.13729,901,8431,191,89,926,887,71,1.1549
Encore!,2016,1,6,20,20,8,['Dice'],"['Dice Rolling', 'Grid Coverage', 'Paper-and-Pencil', 'Solo / Solitaire Game']",4763,6.96264,1143,9372,88,76,522,791,89,1.1461
Sanssouci,2013,2,4,30,45,8,"['Age of Reason', 'Puzzle']","['Hand Management', 'Pattern Building', 'Tile Placement']",1774,7.13034,1759,3031,75,159,741,486,68,2.1176
